product_category,star_rating,review_headline,review_body
Baby,4.0,Recommend this,"I have a city select and it works well.  I didn't want a humongous console, but wanted somewhere to put a few things and hold a drink.  Sometimes I need to adjust it because of the kind of handle my stroller has, but small price to pay.  It works great, is compact, and was inexpensive."
Baby,5.0,This is awesome for the price,I bought these for my Jogging stroller and it's awesome.  The price Is great.  I just bought a Britax brand for 30.00 for my new baby's Britax stroller and really they're about the same except this one is just a great deal.  Would definetly recommend it. Hands down.
Baby,4.0,"Wonderful montior, but POOR customer service!","I bought this monitor, less than a year ago. First thing first, I am deaf and I have 2 small hearing children and a hearing husband. For my situation after reading all these reviews, I went ahead and bought this monitor after my 2nd child was born because after using all the \\""deaf technology\\"" with my first child, it didn't help me when my children woke up from naps, in the mornings (my husband leaves early before we all are awake and I stay home with the kids) or hear my kids move around in the bedroom. I loved this monitor but after getting it through the glitches that comes with setting up anything new, it worked great, it is not perfect but it worked. I did have to plug it in and out(this part is what is broken) and it no longer plugs(the battery part/recharger) in anymore. I have been in touch with Withings, wrote a ticket over a week ago, been in touch with the IT person on FaceBook, but no avail to have anyone help me to answer any my questions AT ALL. You would think as expensive this product is, you'd have better customer service. I mean, I had to shell out every penny I had to buy this just to have a peace of mind while my kids were napping or in their room, rather than me checking on them every 15 mins which equals no peace of mind for mommy. I am just at the point now where I am frustrated about what to do to fix this monitor. I need this product fixed. If anyone has any suggestions/advice, it would be greatly appreciated! I have a hard time believing this product isn't supposed to last just a year. If that is the case, it is not worth it."
Baby,4.0,peek a boo,Love this mobile it is just what I was looking for. Well worth the price and the moving pieces with lights.
Baby,5.0,Best video baby monitor,Just the best overall features offered by any video monitor. 3G connectivity is awesome for a working Dad who just wants to check in on a sleeping baby back home.<br /><br />Customer service is excellent via twitter.
Baby,5.0,Baby Loves it.,"The attached toy helps keep the pacifier in the babies mouth, it also gives something for the LO to play with or hold. To clean, stick them in the washer and then sanitize them."
Baby,5.0,Love it.,I love this mobile.  It is actually a discontinued item so I was happy to see it here on Amazon.  My first child absolutely loved this mobile.  He would wake up in the middle of the night and turn it on himself.  That was of course when he was a bit older.  As a baby though he also enjoyed it.  He would sleep very well.  Some reviews say how quiet it is but I find that very refreshing.  I don't want a mobile blaring in my babies face or ear when he is trying to sleep.  I purchased this again for our newest edition.  My kids will be 5 years apart so I am hoping this baby loves it just as much as the first.
Baby,5.0,really nice love it,very colorful really cute chararters fast shipping really cute I knowmy baby will enjoy it nicest one I have found
Baby,5.0,Permanent addition to our UppaBaby Vista,"I inexplicably owned the Vista for two years before buying this and I regret waiting for so long. It fits, it folds, it keeps drinks upright and it hides my keys & phone from my toddler. Awesome. I also like the inner zipped pouch to stash parking structure tickets.<br /><br />I read that there was some concern that the actual cup holders are soft and don't provide enough support, but I've found that those cardboard sleeves from any coffee shop hold the cup holder up (and open) quite nicely.<br /><br />One thing to know if you're using this with the Vista, if you don't extend the handle then the Diono Buddy will get in the way when you recline the seat (when the seat is in the forward facing direction). Since my husband and I are both tall, we extend the handle so it's never been an issue for us."
Baby,2.0,Not fit,It looks good but tt does not really fit my stroller so that it doesn't stand still. I had to return it.
Baby,4.0,Good seal.,Those seals really prevent the bottles to leak. Very simple to use and to clean. It was a good thing to have in the baby's bag!
Baby,3.0,"Cool, but not worth $100.","This jumperoo is okay. Our daughter loves being in it for brief periods of time...5-15 minutes max. When she's in it, she loves it. At first, she didn't seem to know what to do with it, but now she's got the hang of it. The little blue elephant snaps back a little too forcefully for a baby toy, in my opinion. Though it hasn't happened yet, I can see the potential for her little fingers to get stuck between the elephant and the side bar. The dragonfly toy is super limp and just flops over, which is kind of lame.<br /><br />If you're a first time parent, invest your money in the Fisher Price Swing instead...we paid $100 for that on Amazon and it has proven to be worth EVERY penny. It's great for naps :)"
Baby,5.0,Bouncy Bouncy Bouncy,We bought this for my four month old daughter. The first day she used it she loved it so much she fell asleep in it. Now anytime she is in it she is just yelling with joy. So glad I got this for her!!!
Baby,5.0,Had this for my second daughter and want another for my soon to be here baby!,"I originally purchased this second hand for my second child and absolutely loved it! It was very easy to put together. I loved the fact that everything came off so you could clean it. It was a little bit of a pain to get the seat part off at first but once you figure it out it's not too bad at all. The batteries generally lasted a long time. She used it pretty much from when she was about 4 or 5 months old (with a pillow under her feet) until she was 9 or 10 months old (when she was able to walk), but she would still climb in it on her own at times until we got rid of it. It was a great investment and I am hoping to get another one for our next baby who will be here in January!"
Baby,4.0,"A Great, Functional Alternative to Brand-Name versions","I bought this to go with my Baby Jogger City Mini GT double stroller. I was seriously upset that the coordinating stroller console sold by Baby Jogger costs nearly $30. The price was right on this one. I take walks for about an hour every day with my babies, and this holds my water bottle, keys, garage door opener, phone, and has room to spare. I keep pepper spray and sometimes money in the zippered pouch, where these items remain out of sight. I would say 4 stars instead of 5 because it can slip around a bit on the stroller (again, this is a double stroller so this item isn't &#34;custom-made&#34; for it) and it takes some messing with the straps (but not much) to get it at the right height to fit the water bottle in without it being blocked by the stroller handle. Again, the price is right on and I find this useful."
Baby,4.0,A handy accessory!,It's helpful being able to have &#34;lids&#34; for the bottles other than nipples for when you either need to shake formula or store breastmilk in the fridge.
Baby,2.0,Doesn't spin well at all.,"Looks great, sounds great, but it struggles to spin. It sometimes will spin after I push it a few times, but needing to manually push it kind of defeats the purpose.  Brand new batteries doesn't seem to matter, the motor just isn't strong enough."
Baby,5.0,Wubbanub,I got this as a gift for a friend with a newborn baby.  She loved it for her little guy.
Baby,4.0,Fun entertainment for our son...gives mom a little break!,"We bought this jumperoo for our 3 month old son...he is a very curious/active little one & doesn't like playing on his back or tummy for more than 10-15 minutes at a time.....he seems to get bored quick....however; he is always happy when I was carrying him around...but that gets old real quick! I needed something else to entertain him for a few minutes a day so I could get a few things done around the house!<br /><br />At first he only liked being in the jumperoo for 5-10minutes....but after a few weeks he can now handle about 20 minutes in the jumperoo before he gets bored.<br /><br />CON - my son is of average height according to Dr BUT his legs are still not long enough/his feet do not touch the ground (he is now almost 5months old...my husband places a thick book underneath his legs for his feet to touch)...We do have it on the lowest height setting....I am hoping he will grow into the jumperoo soon...like I said he is not on the short side.  My husband says the toys are a little cheap for the price but our son seems to like them just fine.  I do wish there were a few other things to entertain him....the push button that pops up the tiger could have been something else more entertaining. The tiger barely pops up.<br />Overall, I am happy with this jumperoo."
Baby,5.0,Loved It!,"My Son loves it and can't let it go, he always has this one or the Giraffe Wubbanub. He has his binki and stuffed animal in one."
Baby,3.0,Fun product,"Just like any new tech its a bit glitchy and slow.  Over all I am happy with it and use it regularly.<br /><br />My first one broke with in 3 weeks,  the video went all distorted with rainbow colors.  Withings support was USELESS,  after 3 attempts to contact them they claimed I must of dropped it &#34;which I did NOT&#34;,  they made no offer to help me.  Lucky Amazon is awesome, I was able to return and have it exchanged by Amazon."
Baby,5.0,Can't Live Without This!,My daughter loves her Wubbanub. I give this as a gift now to every new mom I know. I don't know if it's good or bad but my 19 month old will not sleep without this so we had to get a backup just in case so we are never without one! It's very soothing to her and she loves it!
Baby,5.0,Volume Sufficient,"As others have said, this mobile is not very loud but when you have it in a quiet nursery I do feel that the volume is appropriate and just right for helping baby fall asleep. My daughter loved this."
Baby,5.0,wow this is a super deluxe crib mobile!,"the leaves move up and down, the animals are bright and colorful.  the music is OK its like an mp 3 but not real instruments, the baby likes it.  The rain-forest noise is very quiet, she does not like it(crickets and monkeys).  The remote doesn't work incredibly well, but I have not tried to change the batteries.  you can choose light, music or motion, or any combo of those three.  The top is removable for when you baby is older. The batteries have lasted in excess of 13 weeks so far.  As a note you must have this thing on a crib with bars and spaces. it attaches by screwing thought a space between the bars, so you can't attach it to a standard pack and play or co-sleeper."
Baby,5.0,YES! Get it!,"I have purchased 3 different &#34;parent consoles&#34; for my two strollers. This is the one only one we haven't sold off at a garage sale. This one is THE BEST. It's too bad it was the third one we tried, if we'd tried it first we would have been finished searching and saved money! It's thick canvas material is sturdy and cleans easily. It hold my big jug of water, my cell, and snacks with ease. The velcro straps are infinitely adjustable, which makes switching between small stroller and jogger a breeze. If you're looking for a really awesome and affordable stroller console you have found it!"
Baby,5.0,Good little organizer,I researched all the options before I picked this one.  I didn't think we needed all the bells and whistles that some of the other organizers have - we just needed somewhere to stick our phones/wallets and a drink or a bottle and this does it.  We haven't had the fancier ones so maybe we don't know what we are missing but this organizer works perfectly well for us.
Baby,4.0,I liked it!,I liked the price it was easy to attach to the stroller.  It holds just enough stuff that you may need to be convenient.  The quality is exceeded my expectations.
Baby,4.0,Awesome jumper,"It's a really good jumper. Entertains my baby for a while...he just gets easily bored. My only complaint is that I wish it were easier to place my baby in the seat (his feet can never get through the holes the first go around) and haul around from room to room. Other than that, it's a great toy that I'm sure he will learn to love just like all his other toys that he gets bored with initially and then later becomes infatuated with."
Baby,5.0,The only pacifier my son will take!,"My son has had a hard time keeping pacifiers in his mouth since he was born. I bought this after reading all the positive reviews. It doesn't completely fix the problem, but it helps tremendously. If he is reclined, or in his car seat, it sits on his chest and stays within reach of his mouth so that he has access to it. It has become the only pacifier that he will use!"
Baby,5.0,What an adorable jumperoo,I loved the colors and the sounds on this jumperoo.  I have to say unfortunately that it did not adjust short enough for my granddaughter is extremely healthy but does not weigh enough to be able to touch the floor.  I am keeping it in hopes that even after she is walking they will be able to get her to use this to jump in if she can then touch the floor.
Baby,5.0,My grandson loved it!,"However, unfortunately we lost it in the store while shopping.  No one turned it in and we were extremely disappointed.  So we bought another.  Love the new one just as much."
Baby,5.0,Great mobile,The leaves are adorable.  The music is so relaxing.  My grandson loves it!!!  Easy to assemble and fun to own
Baby,5.0,Every baby needs one of these!,Bought this bc my friend recommend it. I thought my 3 month old would eventually grow into it but he loved it from the get go! It was super easy to assemble and well worth the money. I wish I could upload a video of him jumping in it. It's super cute!
Baby,5.0,love it!,I bought these for a baby shower monkey theme gift basket I made and it looked so cute! thanks so much
Baby,5.0,Great addition to umbrella strollers,"We got this to use with an umbrella stroller that didn't have a cup holder.  It goes on easy and works well with many cups and it's nice to have a place to put the garage door opener or keys when going on walks.<br /><br />The top of the caddy has a wire that runs through it which can be easily shaped or deformed as necessary to adapt to cups or allow the stroller to fold up or expand.<br /><br />The one issue with this caddy is that when it is attached to your stroller and you fold the stroller up, the velcro loops can slide down over the joints that allow the stroller to open and close making it difficult to re-open the stroller without first sliding the caddy back up.  Once you realize this can happen it's not that big of a deal."
Baby,5.0,Works great on my Britax B-Agile,"I am so happy that I decided to purchase this item vs the Britax version (which costs 4x more!!) It fits great and looks nice. Also, the DIONO wording is smaller than what is shown on the above picture."
Baby,3.0,Quirky but ok,"I never have managed to connect to it through the Internet, but finally got it working with my network after moving the router.  Alarms had to be set way low or were constantly going off. Waited too long to return it so will make do.  On the plus side, customer service was really pleasant , calling me back to explain that it needed to be used with my iPad or iPhone, not the desktop PCM."
Baby,5.0,great product !,"Fits my Britain B-agile stroller, and holds my giant 30 oz cup of water I carry everywhere. Great product, and the price makes it that much better!"
Baby,5.0,Love it!,"I have the city select by baby jogger and this fit perfectly! It's so nice to beable to hold drinks, my phone, whatever I really need to, it can hold a ton! Shipping was super fast as well!"
Baby,5.0,Good product,My son loves to grab the money while sucking on the pacifer. The monkey keeps him entertained and very happy.
Baby,1.0,Terrible Idea,"I thought this would be a great idea for a young baby that can not hold his pacifier. It turned out to be a terrible idea and a waste of money. Directions are to wash the pacifier in warm soapy water and wash the monkey in the machine (see the issue?). The pacifier is sewn into the monkey's mouth so if you want to change the pacifier it can't be done unless you want to remove the stitching and sew in a new one.<br /><br />Also, the monkey looked much larger in the pictures; it's actually very small.<br /><br />This is a good idea that needs some imagination to make it workable."
Baby,5.0,Does the job.,"We bought this for our trip to Disneyland.  Held our maps, drinks, etc.  It's attached to an umbrella stroller, and we don't have to take it apart when we fold it.  It kinda adjusts itself when we fold the stroller."
Baby,5.0,Works just like it advertises,"Excellent product, it is amazing to be able to see your little one from where ever you are and know they are ok"
Baby,5.0,Favorite teether,This teether toy has helped a lot especially now that his teething is peaking. I love the different sounds it plays as a distraction from the discomfort he gets while teething.
Baby,5.0,Great,This is a Very good product.  It was exactly what I was looking for.  They are Great for traveling with bottles.
Baby,5.0,My baby loves this!,"We originally bought an Exersaucer for my daughter, but it was so big and bulky that she had trouble reaching all the \\""stuff\\"" on it and it was stiff enough that she really couldn't bounce much at all.  My daughter is small for 8 months, around 15 lbs, so that may be a factor.  This one is PERFECT!  She can reach everything and bounce even on the smallest baby setting, but there's plenty of room to grow by adjusting the cords on the sides.  She likes all the toys thus far still after several weeks.  I don't bother folding it up normally, but it's a nice option for when we are having guests and want our house to look more like a home and less like BabiesRUs!  This is nice though because it's a LOT lighter weight than the Exersaucer, which was so darn heavy I pretty much had to leave it in one place.  This one is light enough that it's not a chore to carry it from room to room, so we're able to get a lot more use out of it!"
Baby,3.0,This product is ok,My son seems to like it but from the description I thought it would be more like a beanie baby last like a stuffed animal I also thought you could detach the pacifier part but I was wrong The pacifier is sewed to the animal but over all we are happy also our wubanub arrived quickly and new in the box
Baby,4.0,No English manuel included! baby loved it! but it broke in two months!,"Took a star off only because we didn't find an English manual only Spanish, it took my husband a little longer to assemble.<br /><br />Our LO really love the jumperoo, it's the colors!, the sounds! the toys on it! and it can also bounce!  He loved it!  He's basically on it everyday but we limit his time to 5-10 minutes a day that's all.  We also put a sheep pillow/mat for his little feet.  But the jumperoo actually broke after 2 months use.  Our LO is only around 50-75 percentile.  he was really sad the day one of the spring broke.<br /><br />Amazon should will give customer a better pricing plan.  If a customer purchase something a day or two before an item's price drop they should give them a price adjustment.  They haven't even ship out the package yet and they wouldn't adjust it."
Baby,1.0,Over Priced and doesn't work very well :(,"Was excited to get this...after 4 months it stopped working customer service was horrible to deal with after weeks of emailing they finally sent me a new but I had to send mine in first for them to review it.<br /><br />Pros: you can use it while your away from the house bc it's on your iPhone (when it works)<br /><br />Cons: doesn't work half the time you have to continue to reset it for it to pick up your internet signal<br /><br />At night the picture goes in and out..flashing from the picture of the baby to a black screen<br /><br />You can set it on alert bc it would keep you up all night long, continually alerts with any humidity and climate changes (everyone ac kicks on it comes on)<br /><br />I never write bad reviews I just wish I would have known before dropping over 200 ;("
Baby,5.0,Great fun,Was easy to assemble and seems to be well made. Lot of fun for grand child as well as grandparents
Baby,5.0,Great purchase,My daughter (17 weeks old) loves this item.  The colors are perfect for her vision and I put this on anything that hangs.
Baby,5.0,Great quality and price!,"Originally bought the BOB caddy for my BOB stroller, but returned it due to defects in the webbing which made it unusable.  Then Amazon suspended sales of the BOB caddy (I assume b/c others had same issue), so I got this one instead... SO glad I did!!  The quality and design are both much better than the BOB version and it fits my jogger perfectly.  LOVE IT!!  I paid almost $15 for it, so seeing it now at less than $7, it's a steal.  Definitely get this one!  I'd still pay the $15 for it and am tempted to buy one at this lower price just to have an extra on hand... but after 4 months of almost daily use mine still looks brand new."
Baby,2.0,Disappointed,After much research we decided this was the best baby moniter.  In theory it was but after about a month it constantly would disconnect and you couldn't use it. Very disappointed.
Baby,4.0,A Pacifier and a Toy All in One,"Not only is this pacifier very cute, but also it doesn't get lost so easily as do unadorned pacifiers.  It's a little too big and bulky for newborns.  However, they will grow into it and appreciate the cuddly monkey."
Baby,5.0,Great Monitor for our baby,"This is our second baby monitor and my wife and I just love it.<br /><br />It set itself up almost effortlessly and with their app download from the apple app store, easily synced with both of our iPhones and iPads and allowed for viewing the feed whether we were connected through our local LAN or over the internet. We love that it shows temperature and humidity, and that we can pop on my sons favorite lullaby right from the app. With Withings new web based viewing, its encouraging to know that they view this as an active product and are continuing to make it better and more feature rich.<br /><br />The one annoying feature is that it detects significant changes in light levels as movement in the room, and sends annoyingly loud notifications to all of our connected devices even when there is no one in the room.<br /><br />Also, we have mounted the camera to the wall over my sons crib, but as it plugs into an electrical outlet, my son loves to try and reach through the bars and pull on the wires, dislodging the camera. We have had to move his crib away from the wall to protect the camera wires from his playing/chewing.<br /><br />Overall we love this product and would recommend it to any parent looking for a great monitoring solution for their child."
Baby,4.0,Gift for a neighbor's baby,The infant seemed to enjoy them and they appear safely constructed. That's about all that we can say about them.
Baby,2.0,Cheap and Does not stay closed,The case seemed durable but after a couple of weeks of use the red cap broke off and the case would not stay closed.
Baby,5.0,A++++++++++ Product Would Buy Again.,These are the best pacifiers by far for new born/ infants... It makes it easier to hold the pacifier in the baby's mouth and for them to find it in the middle of the night. The little animals give them something to hold onto for comfort...  We bought at least 10 of these on Amazon for our daughter and as gifts...  A+++++ product...
Baby,1.0,Doesn't stay closed,"I just got this item in the mail and even in the packaging the red dot slides and doesn't stay tightly closed.  I read that in the other reviews people said the dot slid to easily and I wish I would have listened.  I didn't even open them, after seeing that it doesn't stay closed at all I decided to send them back. I found something I like a bunch better, the OXO tot on the go wipes dispenser.  It is the same size, has the string to attach it to things and has a locking case.  Sorry Skip hop, this design isn't that great!"
Baby,5.0,Love it so much we purchased it twice!,"We purchased the Rainforest Jumperoo for our first son and he LOVED it!  Unfortunately, during a move, the movers lost the main plastic ring that the seat and toys fit into, and hangs from the springs.  It is not a piece that Fisher-Price offers for replacement, so we had to purchase a whole new Jumperoo when our second son arrived.  He is 5m old and LOVES it!  He is above the 99% in height and weight, so he fits perfectly and will have many months of entertainment.  I like that it gives him a place to play that isn't laying down or sitting at an incline."
Baby,1.0,Not able to open the remote screw.,"I tried to unscrew the battery case of the remote for mote than a hour but it is stuck, this is going back to amazon rightaway. One of my worst purchases from amazon. This is not what I expected from them."
Baby,5.0,Works great with Britax b-agile,"Save your money and buy this stroller organizer! It is just as nice and functional as the Britax, only a ton cheaper!"
Baby,5.0,Nice,Great toys for curious kids.  Interesting sounds and vibrant colors help stir their imagination.  Very good product for the price.
Baby,2.0,Very bulky and opens by itself,"I have a few things from skip hop which I really like, so I ordered the wipe dispenser too. I find it very big and bulky, much worse than to carry your pack of wipes in the diaper bag, so no advantage there. Then, I sometimes find it open in the diaper bag (the red dot slides easily when you  try to get something from the bag), which results in dried out wipes. Then, when you want to use it outside of the bag it's not as easy to get the wipes out with one hand as it should be, but that might be a general wipe dispenser problem..."
Baby,3.0,OK,I have used this item for almost a year at this point and I would review it as just OK.  The only benefit to this item is that you can attach it to your stroller etc for easy access.  Not the best options for sticking in your diaper bag because the red sliding button opens when you are pushing into a pocket.
Baby,5.0,cuteness,My grandbaby loves this.  As a newborn this little money helps hold his paci in place whether he is in his bed or in the carseat...so cute!!
Baby,4.0,Keeps our baby occupied,"Our baby loves this, even from the first time we put him in. He loves the spinning sun and really enjoys jumping in it. It keeps him occupied long enough for me to get some things done in the kitchen while watching him."
Baby,5.0,Daughter Loves It!,"This may be the best $100 i ever spent. Bought it for my daughter when she was 5 months old. She liked it straight away, but it took her a few goes before she started to jump. She's now 6 months and LOVES it. She jumps like crazy and smiles and laughs in it. I love that I can put her in it and for 10 minutes i know she can't go anywhere so I can get a couple of quick chores done (whilst checking in on her every couple of minutes of course). The only downside I suppose is that it's quite bulky and not really easy to move, so it has just stayed in the same place in our living room. But it's definitely worth it for how much she loves it. Would recommend."
Baby,1.0,Unreliable,"I wanted to like this product, but out first device failed an we ended up connected to a couple's baby monitor in France. After the lengthy return process, our second one showed up and worked great for a little while. Now, it will not boot up. Just sits there and flashes a blue light. We've tried every troubleshooting technique possible with no luck. How can a company make such low quality products for something as important as your child? If I can't get my money back, I really don't care anymore. This is the last time I consider a product from Withings. I just want something that works."
Baby,4.0,Baby monitoring in the digital age!!,"This is a great way to monitor your baby (video, temperature/humidity reads, music, lights).  I highly recommend the investment for any new parents - instead of just knowing that your baby is crying or making noise, the way old baby monitors work, you can actually see what they are doing and know if you should go in and disturb them or let them be.  We have been using the baby monitor since birth and give it much credit in getting our baby to sleep through the night at 2 months!!  We knew when to disturb him and when to let him fall back asleep.  And I love that I can check up on him sleeping in his crib while at work or traveling.  A really great product!!<br /><br />The only \\""watch-out\\"" I would offer (and hope Withings fixes soon) is that the app works better on iOS than it does on Android.  Given that the majority of smartphones are Android, it would make sense to have better functionality there."
Baby,4.0,Diono buggy buddy organizer,"This is so much better than those 2 cup holders that came with the graco snap and go. It holds multiple drinks and items of any size and is easily detached. looks nice and well made. One of my new favorite baby items.<br /><br />Update: It worked great for the snap and go (which I used until 15 months), but I got a city select baby jogger and it's too small. I can still use it temporarily but I plan on getting something else. I may pass it on or try to find another use for it (and if I do, I'll update)"
Baby,4.0,mostly works well,"Mostly works well, but when it doesn't you're left with &#34;Your babyphone is unavailable at the moment.&#34; on the desktop or &#34;Baby monitoring is disabled.&#34; on the iphone. and then that is that - no reason and no one to reach. Again, it mostly works and a reboot has so far taken care of the problems, but a hint as to what the problem is would be nice."
Baby,5.0,Love the Jumperoo!,We lived this product! Our daughter enjoys every minute that she plays in it. We would recommend this to anyone.
Baby,5.0,Handy,"This is just right.  Holds my cell phone, water bottle, keys, baby snacks, baby sippy cup.  Everything we need for our morning walk."
Baby,5.0,Using for my pet supplies!,Love this product.  Very durable and it even has a zipper compartment inside.  Lots of uses possible but I'm using it for my pet products to keep them from being scattered about.
Baby,5.0,I can see you while I'm working!,"I use this for checking on my MOm who has Alzheimers.  All her caretakers have Iphones or Ipads. We all check in on her via this monitor, even when another of us is taking care of her.  IT works great and gives great piece of mind. ;)"
Baby,4.0,added to the collection,"I have a few other lamaze toys and this one is one of her favorites. She loves the mirrored tail and chews on the tail constantly. We did however have to cut the ball off of it, she managed to hurt her eye swinging it around and I didn't want to chance her getting hurt again. Other than that we love it."
Baby,4.0,Too bulky,Bigger and heavier than I thought . Music is pleasant and sound too. However it was not exactly what I expected
Baby,5.0,The baby likes it!,My grandson enjoys his F-P jumperoo. He smiles alot when playing in the jumperoo. This gives his Dad and Mom some hands off time.
Baby,5.0,My son loves this thing,"My son is 6 1/2 months and we started using this at about 5 1/2 months. The first few times I put him in it, he just dangled there sort of confused and we had to put a thick blanket under his feet so he could reach the ground. But once he caught on that he could jump up and down, he LOVED it. He loves all the little toys and wheels and things to grab at, and we can put him in this to jump for easily 20+ minutes at a time (obviously supervised, but still let's you fold laundry or do other chores within sight). I don't know how long he will love this, but if he enjoys it another month or two, I think we got our money's worth."
Baby,5.0,Fits NATURAL bottles,"I think these may be compatible with both Natural and Classic - but either way, they fit nicely into the Natural Bottle Screw Rings. Disclaimer: baby isn't here yet, I will try to update once I have actually had a chance to use them. This review is based only on checking to make sure they snapped into place on the Natural bottle rings."
Baby,5.0,Great Product,Bought this after reading reviews of other jumpers.  the product is all that it says it is.  Put our 5 month old in it and her face lit up.  She loves it.  Not hard to put to put together.  Sounds and lights keep her entertained.  No problems with the springs or any of the materials.  At first questioned the floppy bumblebee/butterfly thinking that it should be more rigid so that it sticks up.  However. this has proved to be one of her favorite things because she is able to grasped it and pull it to her.  so now I understand the theory behind that.  Great product
Baby,4.0,Full of useful features.,"PROs:<br />* Easy to setup<br />* Setup on multi devices and share password for remote viewing<br />* View remotely from website: [...] Newly Launched Service<br />* Very good iOS software<br />* Able to set tresholds for noise, temperature levels<br />* Wide angle lens for capturing more<br />* Good performance over wi-fi. 3G remote viewing performance is also sufficient.<br />* It has a nice carrying bag and you can take it with you wherever you want<br />* It can operate on its built-in battery, which lasts for 2 hrs.<br />* It switches to audio mode only and acts as an audio-monitor (gives better battery life)<br />* Built in wi-fi<br />* Built in bluetooth can be used within the same room without a router setup<br />* Very good design & material quality<br />* You can talk with your baby remotely (like push to talk), it has a built in soft light and color is adjustable to any color with its led technology,<br />* It has humidity and temperature sensors<br />* Very nicely attached to baby's basinet<br /><br />CONs:<br />* Uses wi-fi technology, not radio, so, the video has very little delay, but totally tolerable.<br />* It doesn't technically zoom in, but enlarge the picture it already has, but not a serious issue in daily usage."
Baby,5.0,Perfect for City Mini,"Works great on our City Mini stroller. Finally--somewhere to stash drinks, keys, and phones! Should have bought this a year ago."
Baby,4.0,Good Product for the money,For the price this can not be beat! We use this on a baby jogger city mini. There  is only two very small issues for me. One- I would like the zipper pocket to be larger and on the outside of the bin. Second- This does not stay where I place it on the handles. This slides down when not in use. These are not major issues but little things that bug me. Even with that it was worth it to save the money vs the baby jogger organizer.
Baby,4.0,Fair,Sometimes the equipment freeze.. But nothing that can not be solved turbina of and on again. I have tried to link usina other computers using the ip but couldn't.. Working just on Apple computers
Baby,5.0,Excellent,Very good product easy to set up. It all I expect it. I recommend to buy this monitor is wonderful
Baby,3.0,Cute but not very practical,"We used this wipes case for a couple of months after our son was born. Unfortunately, it just doesn't work very well for us. Wipes dry out easily, it doesn't fit many at a time, and it is much more cumbersome than I expected and takes up more space than a bag of wipes.<br />We just stick with a \\""refill\\"" bag these days as it is more effective."
Baby,1.0,ZERO STARS!!!,This product is TERRIBLE!  We had issues from day one!  The monitor would stop working through the night and after all the &#34;online help&#34; nothing changed. We even went so far as to get a &#34;booster&#34; for the internet in hopes that would somehow make a difference and it didn't.<br /><br />Also their customer service is TERRIBLE!!! They only have online support that is ridiculously slow to respond. DO NOT WASTE YOUR MONEY.  I am now trying to get a refund and even though it falls within the manufacturer's warranty they are only offering a replacement or another one of their products (which has nothing to do with baby monitors)..  I had high hopes for this device and it was a TOTAL disappointment.
Baby,5.0,Works well for what it is!,"I have a Peg Perego stroller, and this stroller organizer works perfectly. The straps are made out of velcro, so it is very adjustable. I find it very useful and very affordable. Can't complain."
Baby,5.0,adorable,"this is the perfect pacifier holder ever designed, I was recommend them for any parent of a newborn to buy and use them. cute too"
Baby,4.0,Wrong composers...,"I love this mobile. My son loves to watch it and listen to the music which helps mommy get things done, and also helps him get back to sleep in the middle of the night. My only complaint is that all the composers are wrong. The Bach button plays Beethoven, the Mozart button plays Bach and the Beethoven plays Mozart."
Baby,5.0,Great addition for infants,"My son loves this jumperoo.  At 3 months, he had a hard time reaching the ground, but we placed the lid to a paper carton underneath and he finds great joy in bouncing to create light and sound.  It won't be long before we can remove this and he can bounce on the floor.  As he grows there are two additional settings to adjust to for his height (3 total).  Assembly was fast and easy.  I do find that the base is a little flimsy when moving around the room, but it doesn't seem to affect the function of the product, so I did not grade negatively for this.  I have found that my son now prefers to be in an upright position and we are able to use reclined toys like swings and bouncers less.  This gives him the support he needs while he is working on sitting upright on his own."
Baby,5.0,Great for toddlers,"We were given the AngelCare monitor when our oldest was born. It was the perfect monitor for newborn and infant, as the motion sensor pad and temperature readings allowed us to sleep well knowing baby was okay. We are expecting number 2 and have been looking for a good replacement monitor for our now almost two year old. The video resolution is great  and detail is perfect even though we have the monitor across the room from his bed. It was extremely easy to set up on our wireless and multiple devices. The sound is great - almost too sensitive if the volume on your device is up too high. All functions seem to be intuitive. Camera moves easily with a touch of the screen. Very satisfied and will likely purchase another one (or two) for our playroom and other areas of the house so I can peek in throughout the day."
Baby,5.0,Lamaze does it again,"Adorable toy with lots of attractions for the little ones.  Soft touches, crinkly noises and tabs galore make up this cute unique toy."
Baby,5.0,great monitor,my brother got this for his new born baby and he loes so much he can see his baby when he is at work and he said he can here him
Baby,5.0,Great pacifiers!,"I wish I knew about these with my first child! These are great!! No more pacifiers falling under tables or the couch. My son can find it, grab it and put it in his mouth all on his own. Also more of a comfort than just a regular pacifier since he can hold it. Love all the animal options. We have 2!"
Baby,5.0,Perfect Baby Mobile,"Nice colors, bright but not gaudy. Bought it as a gift for my new grandson.  Would buy as a gift for anyone with a baby."
Baby,5.0,Awesome product,Although it takes gigantic batteries my son loves this mobile. I like how the leaves move up and down with the motion of the mobile. Only problem is that the volume only has two settings and the low is very quiet and hard to hear.
Baby,4.0,Hours of entertainment,"Our daughter loves her Jumperoo and she's not yet 5 months old.  She's much bigger than the average baby at 19 lbs, but I think any baby at least 25&#34; long would do just fine on the lowest setting.  The only reason I'm not giving it 5 stars is because my daughter likes the Jumperoo Go Wind more than the Rainforest."
